ISO Codes,Title
ISO 23312:2022,Space systems — Detailed space debris mitigation requirements for spacecraft
ISO 23460:2023,Space projects — Programme management — Dependability assurance requirements
ISO 23507:2025,Space data and information transfer systems — Information preparation to enable long term use
ISO 23569:2021,Space systems — Spacecraft system level radio frequency (RF) performance test in compact range
ISO 23670:2021,Space systems — Vibration testing
ISO 23835:2022,Space Systems — Mechanism design and verification
ISO 24113:2023,Space systems — Space debris mitigation requirements
ISO 24245:2023,Space systems — Global navigation satellite system (GNSS) receiver class codes
ISO 24246:2022,Space systems — Requirements for global navigation satellite system (GNSS) positioning augmentation centers
ISO 24330:2022,Space systems — Rendezvous and Proximity Operations (RPO) and On Orbit Servicing (OOS) — Programmatic principles and practices
ISO 24411:2022,Space systems — Micro-vibration testing
ISO 24412:2023,Space systems — Thermal vacuum environmental testing
ISO 24564:2022,Space systems — Adhesives — General requirements
ISO 24638:2021,Space systems — Pressure components and pressure system integration
ISO 24917:2020,Space systems — General test requirements for launch vehicles
ISO 26143:2021,Space data and information transfer systems — Space link extension (SLE) — Return operational control fields service specification
ISO 26870:2022,Space systems — Launch pad and integration site operational documents
ISO 26871:2020,Space systems — Explosive systems and devices
ISO 26900:2024,Space data and information transfer systems — Orbit data messages
ISO 27025:2023,Space systems — Programme management — Product quality assurance requirements
ISO 27026:2023,Space systems — Programme management — Breakdown of project management structures
ISO 27852:2024,Space systems — Estimation of orbit lifetime
ISO 27875:2019,"/Amd 1:2020Space systems — Re-entry risk management for unmanned spacecraft and launch vehicle orbital stages — Amendment 1: Formula to obtain Ec by the product of the probability of impact on a specific latitude band, and the population within the band, which is integrated over the latitude range covered by the orbital inclination"
ISO 16368:2024,"Mobile elevating work platforms — Design, calculations, safety requirements and test methods"
ISO 16653-2:2021,"Mobile elevating work platforms — Design, calculations, safety requirements and test methods relative to special features — Part 2: MEWPs with non-conductive (insulating) components"
ISO 18878:2025,Mobile elevating work platforms — Operator training
ISO 18893:2024,"Mobile elevating work platforms — Safety principles, inspection, maintenance and operation"
ISO 3691-1:2011,"/Amd 1:2020Industrial trucks — Safety requirements and verification — Part 1: Self-propelled industrial trucks, other than driverless trucks, variable-reach trucks and burden-carrier trucks — Amendment 1"
ISO 3691-1:2011,"/Cor 1:2013Industrial trucks — Safety requirements and verification — Part 1: Self-propelled industrial trucks, other than driverless trucks, variable-reach trucks and burden-carrier trucks — Technical Corrigendum 1"
ISO 3691-2:2023,Industrial trucks — Safety requirements and verification — Part 2: Self-propelled variable-reach trucks
ISO 3691-3:2016,/Amd 1:2023Industrial trucks — Safety requirements and verification — Part 3: Additional requirements for trucks with elevating operator position and trucks specifically designed to travel with elevated loads — Amendment 1
ISO 3691-5:2014,/Amd 1:2020Industrial trucks — Safety requirements and verification — Part 5: Pedestrian-propelled trucks — Amendment 1
ISO 3691-6:2021,Industrial trucks — Safety requirements and verification — Part 6: Burden and personnel carriers
ISO 5053-3:2024,Industrial trucks — Vocabulary — Part 3: Accessories and components
ISO 5057:2022,Industrial trucks — Inspection and repair of fork arms in service on fork-lift trucks
ISO 10896-6:2015,/Amd 1:2019Rough-terrain trucks — Safety requirements and verification — Part 6: Tilting operator's cabs — Amendment 1
ISO 10896-8:2024,Rough-terrain trucks — Safety requirements and verification — Part 8: Requirements for trucks designed for towing
ISO 18063-2:2021,Rough-terrain trucks — Visibility test methods and their verification — Part 2: Slewing rough-terrain variable-reach trucks
ISO 20297-2:2023,Industrial trucks — Lorry-mounted trucks — Part 2: Safe use requirements
ISO 22915-1:2024,Industrial trucks — Verification of stability — Part 1: General
ISO 22915-3:2021,Industrial trucks — Verification of stability — Part 3: Reach and straddle trucks
ISO 22915-5:2020,Industrial trucks — Verification of stability — Part 5: Single-side-loading trucks
ISO 22915-10:2023,Industrial trucks — Verification of stability — Part 10: Additional stability test for trucks operating in the special condition of stacking with load laterally displaced by powered devices
ISO 22915-13:2012,/Cor 1:2013Industrial trucks — Verification of stability — Part 13: Rough-terrain trucks with mast — Technical Corrigendum 1
ISO 22915-16:2024,Industrial trucks — Verification of stability — Part 16: Pedestrian-propelled trucks
ISO 22915-20:2023,"Industrial trucks — Verification of stability — Part 20: Additional stability test for trucks operating in the special condition of offset load, offset by utilization"
ISO 23308-1:2025,Energy efficiency of industrial trucks — Test methods — Part 1: General
ISO 23308-2:2025,"Energy efficiency of industrial trucks — Test methods — Part 2: Operator-controlled self-propelled trucks, burden and personnel carriers and towing tractors"
ISO 23308-3:2025,Energy efficiency of industrial trucks — Test methods — Part 3: Container handling lift trucks
ISO 23308-6:2025,Energy efficiency of industrial trucks — Test methods — Part 6: Container straddle carrier
ISO 23434-1:2021,Industrial trucks — Sustainability — Part 1: Vocabulary
ISO 23434-2:2021,Industrial trucks — Sustainability — Part 2: Factors and reporting
ISO 3164:2013,/Amd 1:2024Earth-moving machinery — Laboratory evaluations of protective structures — Specifications for deflection-limiting volume — Amendment 1
ISO 4250-3:2020,Earth-mover tyres and rims — Part 3: Rims
ISO 6011:2023,Earth-moving machinery — Visual display of machine operation
ISO 6165:2022,Earth-moving machinery — Basic types — Identification and vocabulary
ISO 6394:2008,/Cor 1:2009Earth-moving machinery — Determination of emission sound pressure level at operator's position — Stationary test conditions — Technical Corrigendum 1
ISO 6396:2008,/Cor 1:2009Earth-moving machinery — Determination of emission sound pressure level at operator's position — Dynamic test conditions — Technical Corrigendum 1
ISO 6405-1:2017,/Amd 1:2022Earth-moving machinery — Symbols for operator controls and other displays — Part 1: Common symbols — Amendment 1: Additional symbols
ISO 6405-2:2017,"/Amd 1:2022Earth-moving machinery — Symbols for operator controls and other displays — Part 2: Symbols for specific machines, equipment and accessories — Amendment 1: Additional symbols"
ISO 6483:1980,/Cor 1:1994Earth-moving machinery — Dumper bodies — Volumetric rating — Technical Corrigendum 1
ISO 6682:1986,/Amd 1:1989Earth-moving machinery — Zones of comfort and reach for controls — Amendment 1
ISO 6746-2:2003,/Cor 1:2004Earth-moving machinery — Definitions of dimensions and codes — Part 2: Equipment and attachments — Technical Corrigendum 1
ISO 7021:2023,Earth-moving machinery and machinery for forestry — Operator protective structures — Material performance requirements
ISO 7131:2009,/Amd 1:2017Earth-moving machinery — Loaders — Terminology and commercial specifications — Amendment 1
ISO 7132:2003,/Amd 1:2018Earth-moving machinery — Dumpers — Terminology and commercial specifications — Amendment 1
ISO 7135:2009,/Amd 1:2019Earth-moving machinery — Hydraulic excavators — Terminology and commercial specifications — Amendment 1
ISO 7334:2025,Earth-moving machinery — Vocabulary and taxonomy for automation and autonomy
ISO 8643:2024,Earth-moving machinery — Hydraulic excavator and backhoe loader lowering control device — Requirements and tests
ISO 8811:2000,/Cor 1:2002Earth-moving machinery — Rollers and compactors — Terminology and commercial specifications — Technical Corrigendum 1
ISO 8925:1989,/Amd 1:1997Earth-moving machinery — Diagnostic ports — Amendment 1
ISO 9244:2008,/Amd 1:2016Earth-moving machinery — Machine safety labels — General principles — Amendment 1
ISO 9247:1990,/Amd 1:1998Earth-moving machinery — Electrical wires and cables — Principles of identification and marking — Amendment 1
ISO 10261:2021,Earth-moving machinery — Product identification numbering system
ISO 10262:1998,/Cor 1:2009Earth-moving machinery — Hydraulic excavators — Laboratory tests and performance requirements for operator protective guards — Technical Corrigendum 1
ISO 10532:1995,/Amd 1:2004Earth-moving machinery — Machine-mounted retrieval device — Performance requirements — Amendment 1
ISO 10532:1995,/Amd 1:2004/Cor 1:2006Earth-moving machinery — Machine-mounted retrieval device — Performance requirements — Amendment 1 — Technical Corrigendum 1
ISO 10532:1995,/Cor 1:2006Earth-moving machinery — Machine-mounted retrieval device — Performance requirements — Technical Corrigendum 1
ISO 10533:1993,/Amd 1:2005Earth-moving machinery — Lift-arm support devices — Amendment 1
ISO 11112:1995,/Amd 1:2001Earth-moving machinery — Operator's seat — Dimensions and requirements — Amendment 1
ISO 12117-2:2008,/Amd 1:2016Earth-moving machinery — Laboratory tests and performance requirements for protective structures of excavators — Part 2: Roll-over protective structures (ROPS) for excavators of over 6 t — Amendment 1
ISO 12117-2:2008,/Cor 1:2010Earth-moving machinery — Laboratory tests and performance requirements for protective structures of excavators — Part 2: Roll-over protective structures (ROPS) for excavators of over 6 t — Technical Corrigendum 1
ISO 12117:1997,/Cor 1:2000Earth-moving machinery — Tip-over protection structure (TOPS) for compact excavators — Laboratory tests and performance requirements — Technical Corrigendum 1
ISO 12509:2023,"Earth-moving machinery and rough-terrain trucks — Lighting, signalling and marking lights, and reflex reflectors"
ISO 12511:1997,/Amd 1:2021Earth-moving machinery — Hour meters — Amendment 1
ISO 13031:2016,/Amd 1:2025Earth-moving machinery — Quick couplers — Safety — Amendment 1
ISO 13459:2012,"/Amd 1:2022Earth-moving machinery — Trainer seat — Deflection limiting volume, space envelope and performance requirements — Amendment 1"
ISO 13649:2024,Earth-moving machinery — Fire prevention guidance
ISO 14397-1:2007,/Amd 1:2019Earth-moving machinery — Loaders and backhoe loaders — Part 1: Calculation of rated operating capacity and test method for verifying calculated tipping load — Amendment 1
ISO 16417:2020,Earth-moving machinery — Hydraulic breakers — Terminology and commercial specifications
ISO 21467:2023,Drilling and foundation machinery — Horizontal directional drilling (HDD) machines — Commercial specifications
ISO 21815-1:2022,Earth-moving machinery — Collision warning and avoidance — Part 1: General requirements
ISO 21815-3:2023,Earth-moving machinery — Collision warning and avoidance — Part 3: Risk area and risk level for forward/reverse motion
ISO 23285:2025,"Agricultural machinery, tractors, and earth-moving machinery — Safety of electrical and electronic components and systems operating at 32 V to 75 V DC and 21 V to 50 V AC"
ISO 24410:2020,Earth-moving machinery — Coupling of attachments to skid steer loaders
ISO 6608-1:2024,Active and intelligent packaging — Part 1: General requirements and specifications of active packaging
ISO 13127:2012,/Cor 1:2012Packaging — Child resistant packaging — Mechanical test methods for reclosable child resistant packaging systems — Technical Corrigendum 1
ISO 13274:2013,/Cor 1:2014Packaging — Transport packaging for dangerous goods — Plastics compatibility testing for packaging and IBCs — Technical Corrigendum 1
ISO 16495:2022,Packaging — Transport packaging for dangerous goods — Test methods
ISO 22982-1:2021,Transport packaging — Temperature-controlled transport packages for parcel shipping — Part 1: General requirements
ISO 22982-2:2021,Transport Packaging — Temperature controlled transport packages for parcel shipping — Part 2: General specifications of testing
ISO 23416:2023,General specifications and testing methods for temperature-sensitive medicinal packages in good distribution practice principles
ISO 31511:2024,Requirements for contactless delivery services in cold chain logistics
ISO 31512:2024,Cold chain logistics services in the business to business (B to B) sector — Requirements and guidelines for storage and transport
ISO 7683:2024,Design criteria and test methods for removable shrink labels applied to PET bottles
ISO 24259:2022,Steel strapping for packaging
ISO 6590-1:2025,Packaging — Vocabulary — Part 1: Paper sacks
ISO 7965-1:2024,Packaging — Drop test — Part 1: Paper sacks
ISO 9057:1991,/Cor 1:2006Glass containers — 28 mm tamper-evident finish for pressurized liquids — Dimensions — Technical Corrigendum 1
ISO 9100-2:2005,/Cor 1:2009Glass containers — Vacuum lug finishes — Part 2: 33 medium — Technical Corrigendum 1
ISO 9100-3:2005,/Cor 1:2009Glass containers — Vacuum lug finishes — Part 3: 38 regular — Technical Corrigendum 1
ISO 9100-4:2005,/Cor 1:2009Glass containers — Vacuum lug finishes — Part 4: 38 medium — Technical Corrigendum 1
ISO 9100-14:2005,/Cor 1:2008Glass containers — Vacuum lug finishes — Part 14: 110 regular — Technical Corrigendum 1
ISO 9727-8:2022,Cylindrical cork stoppers — Physical tests — Part 8: Determination of capillarity
ISO 10106:2021,Cork stoppers — Determination of global migration
ISO 5099:2022,Light gauge metal containers — Easy-open ends and peel-off ends — Classification and dimensions
ISO 24021-1:2022,Light gauge metal containers — Vocabulary and classification — Part 1: Open-top cans and ends
ISO 24021-2:2024,Light gauge metal containers — Vocabulary and classification — Part 2: General cans
ISO 15750-3:2022,Packaging — Steel drums — Part 3: Inserted flange-type closure systems
ISO 5157:2023,Textiles — Environmental aspects — Vocabulary
ISO 1833-3:2020,Textiles — Quantitative chemical analysis — Part 3: Mixtures of acetate with certain other fibres (method using acetone)
ISO 1833-4:2023,Textiles — Quantitative chemical analysis — Part 4: Mixtures of certain protein fibres with certain other fibres (method using hypochlorite)
ISO 1833-12:2020,"Textiles — Quantitative chemical analysis — Part 12: Mixtures of acrylic, certain modacrylics, certain chlorofibres, certain elastane fibres with certain other fibres (method using dimethylformamide)"
ISO 1833-18:2020,Textiles — Quantitative chemical analysis — Part 18: Mixtures of silk with wool or other animal hair (method using sulfuric acid)
ISO 1833-22:2020,Textiles — Quantitative chemical analysis — Part 22: Mixtures of viscose or certain types of cupro or modal or lyocell with flax fibres (method using formic acid and zinc chloride)
ISO 1833-26:2020,Textiles — Quantitative chemical analysis — Part 26: Mixtures of melamine with certain other fibres (method using hot formic acid)
ISO 1973:2021,Textile fibres — Determination of linear density — Gravimetric method and vibroscope method
ISO 5079:2020,Textile fibres — Determination of breaking force and elongation at break of individual fibres
ISO 5533:2023,Textiles — Quantification of carbon fibre constituent element — Elemental analyser method
ISO 7249:2024,Textiles — Fibres — Determination of burning behaviour by oxygen index
ISO 14389:2022,Textiles — Determination of the phthalate content — Tetrahydrofuran method
ISO 16549:2021,Textiles — Unevenness of textile strands — Capacitance method
ISO 22818:2021,Textiles — Determination of short-chain chlorinated paraffins (SCCP) and middle-chain chlorinated paraffins (MCCP) in textile products out of different matrices by use of gas chromatography negative ion chemical ionization mass spectrometry (GC-NCI-MS)
ISO 22992-2:2020,Textiles — Determination of certain preservatives — Part 2: Determination of triclosan residues method using LC-MS/MS
ISO 24040:2022,Textiles — Determination of certain benzotriazole compounds
ISO 24584:2022,Textiles — Smart textiles — Test method for sheet resistance of conductive textiles using non-contact type
ISO 2411:2024,Rubber- or plastics-coated fabrics — Determination of coating adhesion
ISO 3011:2021,Rubber- or plastics-coated fabrics — Determination of resistance to ozone cracking under static conditions
ISO 4646:2022,Rubber- or plastics-coated fabrics — Low-temperature impact test
ISO 4674-2:2021,Rubber- or plastics-coated fabrics — Determination of tear resistance — Part 2: Ballistic pendulum method
ISO 5470-2:2021,Rubber- or plastics-coated fabrics — Determination of abrasion resistance — Part 2: Martindale abrader
ISO 5978:2023,Rubber- or plastics-coated fabrics — Determination of blocking resistance
ISO 6450:2021,Rubber- or plastics-coated fabrics — Determination of resistance to liquids
ISO 6452:2021,Rubber- or plastics-coated fabrics — Determination of fogging characteristics of trim materials in the interior of automobiles
ISO 7229:2022,Rubber- or plastics-coated fabrics — Measurement of gas permeability
ISO 7617-1:2024,Plastics-coated fabrics for upholstery — Part 1: Specification for PVC-coated knitted fabrics
ISO 8096:2005,/Cor 1:2005Rubber- or plastics-coated fabrics for water-resistant clothing — Specification — Technical Corrigendum 1
ISO 17581:2025,Rubber- or plastics-coated fabrics — Determination of water absorption resistance
ISO 2113:2023,Reinforcement fibres — Woven fabrics — Requirements and specifications
ISO 9902-5:2001,/Amd 1:2009Textile machinery — Noise test code — Part 5: Weaving and knitting preparatory machinery — Amendment 1
ISO 9902-5:2001,/Amd 2:2014Textile machinery — Noise test code — Part 5: Weaving and knitting preparatory machinery — Amendment 2
ISO 11111-5:2005,/Amd 1:2009Textile machinery — Safety requirements — Part 5: Preparatory machinery to weaving and knitting — Amendment 1
ISO 11111-6:2005,/Amd 1:2009Textile machinery — Safety requirements — Part 6: Fabric manufacturing machinery — Amendment 1
ISO 16179:2025,Footwear — Critical substances potentially present in footwear and footwear components — Determination of organotin compounds in footwear materials
ISO 16181-1:2021,Footwear — Critical substances potentially present in footwear and footwear components — Part 1: Determination of phthalate with solvent extraction
ISO 16181-2:2021,Footwear — Critical substances potentially present in footwear and footwear components — Part 2: Determination of phthalate without solvent extraction
ISO 16186:2021,Footwear — Critical substances potentially present in footwear and footwear components — Determination of dimethyl fumarate (DMFU)
ISO 16187:2025,Footwear and footwear components — Test method to assess antibacterial activity
ISO 16189:2021,Footwear — Critical substances potentially present in footwear and footwear components — Test method to quantitatively determine dimethylformamide in footwear materials
ISO 16190:2021,Footwear — Critical substances potentially present in footwear and footwear components — Test method to quantitatively determine polycyclic aromatic hydrocarbons (PAHs) in footwear materials
ISO 19407:2023,Footwear — Sizing — Conversion of sizing systems
ISO 19408:2023,Footwear — Sizing — Vocabulary
ISO 19409:2022,Footwear — Sizing — Measurement of last dimensions
ISO 19410-1:2022,Footwear sizing — In-shoe measurement — Part 1: Shoe length
ISO 19574:2022,Footwear and footwear components — Qualitative test method to assess antifungal activity (growth test)
ISO 19952:2025,Footwear — Vocabulary
ISO 19957:2021,Footwear — Test methods for heels — Heel pin holding strength
ISO 20537:2025,Footwear — Identification of defects during visual inspection — Vocabulary
ISO 20686:2025,Footwear — Critical substances potentially present in footwear and footwear components — Determination of certain organic solvents
ISO 21061:2021,Footwear — Chemical tests — General principles on the preparation of samples
ISO 24263:2020,"Footwear — Attachment strength of straps, trims and accessories"
ISO 24264:2020,Footwear — Test methods for hollow and compact heels with top pieces — Top piece attachment strength
ISO 24265:2020,Footwear — Test methods for uppers — Resistance to rubbing using a rubber strip
ISO 24266:2020,Footwear — Test methods for whole shoe — Flexing durability
ISO 24267:2020,Footwear — Determination of coefficient of friction for footwear and sole components — Test method
ISO 10821:2005,"/Amd 1:2009Industrial sewing machines — Safety requirements for sewing machines, units and systems — Amendment 1"
ISO 23016-4:2023,Fine bubble technology — Agricultural applications — Part 4: Test method for evaluating the number concentration of ultrafine bubbles (UFB) achieving the promotion of barley seed germination
ISO 23517:2021,"Plastics — Soil biodegradable materials for mulch films for use in agriculture and horticulture — Requirements and test methods regarding biodegradation, ecotoxicity and control of constituents"
ISO 5395-1:2013,/Amd 1:2017Garden equipment — Safety requirements for combustion-engine-powered lawnmowers — Part 1: Terminology and common tests — Amendment 1: Annex G (Vibration test code — Hand-arm vibration and whole-body vibration)
ISO 5395-2:2013,"/Amd 1:2016Garden equipment — Safety requirements for combustion-engine-powered lawnmowers — Part 2: Pedestrian-controlled lawnmowers — Amendment 1: OPC, cutting means, pressurized hoses"
ISO 5395-2:2013,/Amd 2:2017Garden equipment — Safety requirements for combustion-engine-powered lawnmowers — Part 2: Pedestrian-controlled lawnmowers — Amendment 2: Cutting-means-enclosure guards
ISO 5395-3:2013,"/Amd 1:2017Garden equipment — Safety requirements for combustion-engine-powered lawnmowers — Part 3: Ride-on lawnmowers with seated operator — Amendment 1: OPC, Parking brake, ROPS, pressurized hoses, cutting means, grass catcher and test probe"
ISO 5395-3:2013,/Amd 2:2017Garden equipment — Safety requirements for combustion-engine-powered lawnmowers — Part 3: Ride-on lawnmowers with seated operator — Amendment 2: Cutting means enclosure guards
ISO 9467:2023,Exhaust system for multi position small engine machines — Test procedures and performance requirements for spark arrestors
ISO 20599:2024,Manually portable (hand-held) powered lawn and garden equipment and forest machinery — Engine performance and fuel consumption
ISO 21628:2020,Gardening machinery — Powered material-collecting systems — Safety
ISO 6181:2023,Fertilizers and soil conditioners — Liquid methylene-urea slow release fertilizers — General requirements
ISO 6650:2023,"Fertilizers, soil conditioners and beneficial substances — Simultaneous determination of N-(n-Butyl) thiophosphoric triamide and dicyandiamide by high-performance liquid chromatography"
ISO 7851:2022,"Fertilizers, soil conditioners and beneficial substances — Classification"
ISO 8157:2022,"Fertilizers, soil conditioners and beneficial substances — Vocabulary"
ISO 14820-3:2020,Fertilizers and liming materials — Sampling and sample preparation — Part 3: Sampling of static heaps
ISO 19747:2020,Fertilizers and soil conditioners — Determination of monosilicic acid concentrations in nonliquid fertilizer materials
ISO 20620:2021,Fertilizers and soil conditioners — Determination of total nitrogen by combustion
ISO 22018:2021,"Fertilizers, soil conditioners and beneficial substances — Determination of EDTA soluble phosphorus content in inorganic fertilizers"
ISO 22145:2021,Fertilizers and soil conditioners — Mineral soil amendments — Determination of total calcium and magnesium content
ISO 22862:2021,Fertilizers and soil conditioners — Compound fertilizer — General requirements
ISO 22887:2020,Determination of total sulfur in fertilizers by high temperature combustion
ISO 23381:2020,Determination of salt out (crystallization) temperature of liquid fertilizers
ISO 5983-1:2005,/Cor 1:2008Animal feeding stuffs — Determination of nitrogen content and calculation of crude protein content — Part 1: Kjeldahl method — Technical Corrigendum 1
ISO 5984:2022,Animal feeding stuffs — Determination of crude ash
ISO 5985:2002,/Amd 1:2015Animal feeding stuffs — Determination of ash insoluble in hydrochloric acid — Amendment 1
ISO 5985:2002,/Cor 1:2005Animal feeding stuffs — Determination of ash insoluble in hydrochloric acid — Technical Corrigendum 1
ISO 14183:2005,"/Cor 1:2010Animal feeding stuffs — Determination of monensin, narasin and salinomycin contents — Liquid chromatographic method using post-column derivatization — Technical Corrigendum 1"
ISO 15914-2:2024,Animal feeding stuffs — Enzymatic determination of total starch content — Part 2: Method by enzymatic determination with a hexokinase system and potassium hydroxide dispersion
ISO 17372:2008,/Amd 1:2013Animal feeding stuffs — Determination of zearalenone by immunoaffinity column chromatography and high performance liquid chromatography — Amendment 1: Limitation of the scope
ISO 30024:2024,Animal feeding stuffs — Determination of phytase activity
ISO 24364:2023,Royal jelly production
ISO 24381:2023,Bee propolis — Specifications
ISO 24382:2023,Bee pollen — Specifications
ISO 3400:1997,/Amd 1:2009Cigarettes — Determination of alkaloids in smoke condensates — Spectrometric method — Amendment 1
ISO 3402:2023,Tobacco and tobacco products — Atmosphere for conditioning and testing
ISO 4906:2024,Tobacco and tobacco products — Determination of filling power for preparation of fine-cut smoking articles — Constant-weight pressurization
ISO 5501-1:2024,Tobacco heating systems — Definitions and standard conditions for aerosol generation and collection — Part 1: Electrically heated tobacco products (eHTPs)
ISO 5501-2:2024,Tobacco heating systems — Definitions and standard conditions for aerosol generation and collection — Part 2: Aerosol heated tobacco products (aHTPs)
ISO 5501-3:2024,Tobacco heating systems — Definitions and standard conditions for aerosol generation and collection — Part 3: Carbon heated tobacco products (cHTPs)
ISO 6080:2024,Tobacco heating systems — Vocabulary
ISO 6488:2021,Tobacco and tobacco products — Determination of water content — Karl Fischer method
ISO 8454:2024,Cigarettes — Determination of carbon monoxide in the vapour phase of cigarette smoke — NDIR method
ISO 9322:2023,"Material used for producing wrappings for cigarette filters, cigarettes and other tobacco products — Determination of acetate and citrate content — Ion chromatographic method"
ISO 10315:2021,Cigarettes — Determination of nicotine in total particulate matter from the mainstream smoke — Gas-chromatographic method
ISO 12863:2022,Standard test method for assessing the ignition propensity of cigarettes
ISO 15152:2003,/Amd 1:2012Tobacco — Determination of the content of total alkaloids as nicotine — Continuous-flow analysis method — Amendment 1
ISO 15152:2003,/Amd 2:2018Tobacco — Determination of the content of total alkaloids as nicotine — Continuous-flow analysis method — Amendment 2
ISO 15153:2003,/Amd 1:2012Tobacco — Determination of the content of reducing substances — Continuous-flow analysis method — Amendment 1
ISO 15154:2003,/Amd 1:2012Tobacco — Determination of the content of reducing carbohydrates — Continuous-flow analysis method — Amendment 1
ISO 15517:2003,/Amd 1:2012Tobacco — Determination of nitrate content — Continuous-flow analysis method — Amendment 1
ISO 15592-3:2025,"Fine-cut tobacco and smoking articles made from it — Methods of sampling, conditioning and analysis — Part 3: Determination of total particulate matter of smoking articles using a routine analytical smoking machine, preparation for the determination of water and nicotine, and calculation of nicotine-free dry particulate matter"
ISO 16055:2021,Tobacco and tobacco products — Monitor test piece for smoking machine — Requirements and use
ISO 16632:2021,Tobacco and tobacco products — Determination of water content — Gas-chromatographic method
ISO 19290:2021,Cigarettes — Determination of tobacco specific nitrosamines in mainstream cigarette smoke — Method using LC-MS/MS
ISO 20193:2019,/Amd 1:2021Tobacco and tobacco products — Determination of the width of the strands of cut tobacco — Amendment 1
ISO 20768:2018,/Amd 1:2025Vapour products — Routine analytical vaping machine — Definitions and standard conditions — Amendment 1: Correction of puff profile requirements
ISO 20779:2018,/Amd 1:2019Cigarettes — Generation and collection of total particulate matter using a routine analytical smoking machine with an intense smoking regime — Amendment 1
ISO 21109:2025,Nicotine pouches — Test method for pH
ISO 21766:2021,Tobacco and tobacco products — Determination of tobacco-specific nitrosamines in tobacco products — Method using LC-MS/MS
ISO 23906-1:2020,Cigarettes — Determination of benzo[a]pyrene in cigarette mainstream smoke with an intense smoking regime using GC/MS — Part 1: Method using methanol as extraction solvent
ISO 23906-2:2023,Cigarettes — Determination of benzo[a]pyrene in cigarette mainstream smoke with an intense smoking regime using GC/MS — Part 2: Method using cyclohexane as extraction solvent
ISO 23921:2020,Cigarettes — Determination of tobacco specific nitrosamines in mainstream cigarette smoke with an intense smoking regime — Method using LC-MS/MS
ISO 23922:2020,Cigarettes — Determination of selected carbonyls in the mainstream smoke of cigarettes with an intense smoking regime — Method using high performance liquid chromatography
ISO 23923:2020,Cigarettes — Determination of selected volatile organic compounds in the mainstream smoke of cigarettes with an intense smoking regime — Method using GC/MS
ISO 24197:2022,Vapour products — Determination of e-liquid vaporised mass and aerosol collected mass
ISO 24199:2022,Vapour products — Determination of nicotine in vapour product emissions — Gas chromatographic method
ISO 24211:2022,Vapour products — Determination of selected carbonyls in vapour product emissions
ISO 22000:2018,/Amd 1:2024Food safety management systems — Requirements for any organization in the food chain — Amendment 1: Climate action changes
ISO 22003-1:2022,Food safety — Part 1: Requirements for bodies providing audit and certification of food safety management systems
ISO 22003-2:2022,"Food safety — Part 2: Requirements for bodies providing evaluation and certification of products, processes and services, including an audit of the food safety system"
ISO 23662:2021,Definitions and technical criteria for foods and food ingredients suitable for vegetarians or vegans and for labelling and claims
ISO 7102:2024,Infant formula — Determination of β-galactooligosaccharides — Ultra high performance liquid chromatography (UHPLC) with fluorescence detection after pre-column derivatization
ISO 11781:2025,Molecular biomarker analysis — Requirements and guidance for single-laboratory validation of qualitative real-time polymerase chain reaction (PCR) methods
ISO 16577:2022,Molecular biomarker analysis — Vocabulary for molecular biomarker analytical methods in agriculture and food production
ISO 16578:2022,Molecular biomarker analysis — Requirements for microarray detection of specific nucleic acid sequences
ISO 20631:2024,Infant formula and adult nutritionals — Determination of total folate content by trienzyme extraction and ultra high performance liquid chromatography tandem mass spectrometry (UHPLC-MS/MS)
ISO 21468:2020,Infant formula and adult nutritionals — Determination of free and total choline and free and total carnitine — Liquid chromatography tandem mass spectrometry (HPLC-MS/MS)
ISO 21470:2020,"Infant formula and adult nutritionals — Simultaneous determination of total vitamins B1, B2, B3 and B6 — Enzymatic digestion and LC-MS/MS"
ISO 21569:2005,/Amd 1:2013Foodstuffs — Methods of analysis for the detection of genetically modified organisms and derived products — Qualitative nucleic acid based methods — Amendment 1
ISO 21570:2005,/Amd 1:2013Foodstuffs — Methods of analysis for the detection of genetically modified organisms and derived products — Quantitative nucleic acid based methods — Amendment 1
ISO 21570:2005,/Cor 1:2006Foodstuffs — Methods of analysis for the detection of genetically modified organisms and derived products — Quantitative nucleic acid based methods — Technical Corrigendum 1
ISO 21571:2005,/Amd 1:2013Foodstuffs — Methods of analysis for the detection of genetically modified organisms and derived products — Nucleic acid extraction — Amendment 1
ISO 22579:2020,Infant formula and adult nutritionals — Determination of fructans — High performance anion exchange chromatography with pulsed amperometric detection (HPAEC-PAD) after enzymatic treatment
ISO 22753:2021,Molecular biomarker analysis — Method for the statistical evaluation of analytical results obtained in testing sub-sampled groups of genetically modified seeds and grains — General requirements
ISO 22942-1:2022,Molecular biomarker analysis — Isothermal polymerase chain reaction (isoPCR) methods — Part 1: General requirements
ISO 22949-1:2021,Molecular biomarker analysis — Methods of analysis for the detection and identification of animal species in food and feed products (nucleotide sequencing-based methods) — Part 1: General requirements
ISO 23443:2020,"Infant formula and adult nutritionals — Determination of β-carotene, lycopene and lutein by reversed-phase ultra-high performance liquid chromatography (RP-UHPLC)"
ISO 24276:2006,/Amd 1:2013Foodstuffs — Methods of analysis for the detection of genetically modified organisms and derived products — General requirements and definitions — Amendment 1
ISO 24583:2022,Quantitative nuclear magnetic resonance spectroscopy — Purity determination of organic compounds used for foods and food products — General requirements for 1H NMR internal standard method
